time,volume,VNID_price_change_ratio,VNID_change_ratio
18/06/2021,750587000,0.008476127039430773,0.010342800322259885
21/06/2021,731280000,-0.000698899,0.01011926010651093
22/06/2021,694747200,-0.000630051,0.007956694710754594
23/06/2021,644736300,-0.004540361,0.011816656619724435
24/06/2021,538103500,-0.00025361,0.008494477140289353
25/06/2021,518602200,0.005795486611051213,0.012459356026817784
28/06/2021,654617700,0.005615325188131212,0.01099721868531312
29/06/2021,609604200,0.0012070948776574163,0.006716121528467297
30/06/2021,532318900,-0.00161607,0.00811472791168211
07/01/2021,699282500,0.003491130545621808,0.010648657803370253
07/02/2021,653610300,-0.001841323,0.005956613883275741
07/05/2021,774451500,-0.006435396,0.019417062921205056
07/06/2021,773512600,-0.03992545,0.047387417976217754
07/07/2021,733801300,0.019673070144518832,0.038867883763638346
07/08/2021,528832600,-0.004655676,0.015880059359269012
07/09/2021,713991100,-0.013286652,0.027918404917083525
07/12/2021,912737200,-0.031245563,0.054454987271465055
13/07/2021,500178900,-0.005990685,0.022681381691508597
14/07/2021,547973900,-0.013488412,0.03179129782562823
15/07/2021,419138600,0.018217301321246247,0.02195653517991845
16/07/2021,415120500,0.000716277206980881,0.0063957023343158646
19/07/2021,675617000,-0.020133012,0.03116983377697002
20/07/2021,538794200,0.021934893576037694,0.03751698356226781
21/07/2021,395114300,-0.00507332,0.013865390819883609
22/07/2021,493258000,0.01807665066498782,0.021350112470722916
23/07/2021,550861800,-0.01551795,0.02112182089011151
26/07/2021,461081000,0.00789552877076835,0.01788309984206928
27/07/2021,519931600,-0.005250571,0.00925657631976689
28/07/2021,361912000,0.002819047020761942,0.007352768446522196
29/07/2021,445516100,0.005651737889966014,0.008286951144093847
30/07/2021,618748500,0.009275737475057945,0.011465211251478938
08/02/2021,586763000,0.004225599645446953,0.013589809925278796
08/03/2021,617967000,0.012377008699616276,0.012660982858515293
08/04/2021,626287700,-0.002227671,0.009260230456867928
08/05/2021,590429600,0.010825307631052971,0.014730036044740023
08/06/2021,682081800,-0.005036195,0.007752804800775178
08/09/2021,636278900,0.01650495597183388,0.019435824276028295
08/10/2021,677981600,-0.004064357,0.008976607972519701
08/11/2021,770571200,-0.005318487,0.011960612465845242
08/12/2021,716513500,-0.002374159,0.008839289013709794
13/08/2021,718718300,0.0033196309221032775,0.015231568475737868
16/08/2021,798944800,0.005028956821347502,0.007717220050183759
17/08/2021,732378200,-0.010604631,0.015105385557813605
18/08/2021,641678400,-0.000220387,0.01077931429747092
19/08/2021,653254900,0.010465893974026363,0.015936283958249885
20/08/2021,1171621900,-0.02809498,0.03901672145205096
23/08/2021,768105500,-0.018031163,0.021695948755062183
24/08/2021,648543100,-0.003192877,0.01416757780618127
25/08/2021,481772400,0.006773067638421165,0.014096445343820424
26/08/2021,497853400,-0.009319608,0.015747970978849
27/08/2021,658578200,0.01485339804324644,0.021352421565641152
30/08/2021,641161300,0.003589266958341834,0.008176848826177887
31/08/2021,712344100,-0.000855464,0.007848468234357548
09/01/2021,679730000,0.004417586056382636,0.007410182444835629
09/06/2021,889375400,0.00423656122502261,0.006357741813293284
09/07/2021,849578800,-0.005359009,0.009941128250987514
09/08/2021,596039700,-0.007671588,0.012102488733587857
09/09/2021,593520900,0.007768329809091141,0.009613238292236377
09/10/2021,559050700,-0.002543114,0.003984211817350742
13/09/2021,744228400,-0.00492556,0.007596371036878595
14/09/2021,692214900,-0.002739359,0.009173695603493461
15/09/2021,645625800,0.005769331370365686,0.009458846956896501
16/09/2021,570520600,-0.004423568,0.00883443423213228
17/09/2021,813151300,0.003695294065268701,0.006890229477170522
20/09/2021,852479800,-0.007817092,0.012395592678158884
21/09/2021,816979400,0.0029042785712146183,0.016046692142345356
22/09/2021,727734800,0.005052496856141472,0.010424378831403387
23/09/2021,961252500,-0.003601812,0.007880185694432017
24/09/2021,627564000,-0.002708807,0.006586883959827476
27/09/2021,720860100,-0.020984343,0.022181299481505597
28/09/2021,584057900,0.01499018589952481,0.018964989434858148
29/09/2021,559164300,0.000306244397968391,0.009505604050148981
30/09/2021,438294600,0.00017140770440370108,0.005767253326974956
10/01/2021,601963900,-0.003575481,0.008307800642749528
10/04/2021,700605800,0.0013455529475084505,0.010421487973483462
10/05/2021,576701100,0.006837962584452587,0.008231029875316574
10/06/2021,594012900,0.0023462265469280813,0.005738101876990312
10/07/2021,658670400,0.00032953996221278433,0.005175733350903128
10/08/2021,603842600,0.0026220839359013086,0.005281446460702396
10/11/2021,721458300,0.012021516772774419,0.012438221348693518
10/12/2021,707870000,-0.002310394,0.008137367364496637
13/10/2021,608348500,-0.004505761,0.007945916043422471
14/10/2021,690243000,-0.000739475,0.007026619247763748
15/10/2021,743666800,-0.002228097,0.007919867882530317
18/10/2021,764032400,-2.87E-05,0.008419740170401209
19/10/2021,605953600,-0.000530059,0.007675603620648905
20/10/2021,804215000,-0.00332511,0.018374228727220478
21/10/2021,681412600,-0.009172933,0.009878896856517735
22/10/2021,746799700,0.0004176688318234321,0.005880913305116519
25/10/2021,868073700,-0.007201978,0.007449112169770417
26/10/2021,703571700,0.005425830130335678,0.011116460553451727
27/10/2021,861686700,0.018253894426515725,0.019107250776517586
28/10/2021,826726500,0.007087380680584562,0.014061098323377465
29/10/2021,946189100,0.0034739833387759074,0.010683597942212908
11/01/2021,1092936400,-0.00714128,0.011285850295697623
11/02/2021,972155400,0.008926028577184194,0.009384079423874054
11/03/2021,1455441700,-0.010109318,0.015896974312815924
11/04/2021,890357900,0.003777141708654033,0.011143792203488202
11/05/2021,844497200,0.003998042337889691,0.010586950999306611
11/08/2021,1006323900,0.004077695144395589,0.009260205646067934
11/09/2021,1003649300,-0.005741731,0.011378720492644618
11/10/2021,955160600,-5.46E-05,0.008334357210140501
11/11/2021,1206887000,-0.004675951,0.01621362874824771
11/12/2021,909366000,0.00626280562764639,0.01476886321833619
15/11/2021,1146225600,-0.003495866,0.01080206153450229
16/11/2021,1157402400,-0.004331797,0.012199529475945377
17/11/2021,828629100,0.005977860784687939,0.008307077277501096
18/11/2021,1052200900,-0.006462123,0.008871774286822261
19/11/2021,1490882800,-0.014761449,0.03225117912348946
22/11/2021,1209419000,-0.003477243,0.01631369839350501
23/11/2021,839875300,0.014535649425367048,0.017231130818581217
24/11/2021,1073235900,0.012382195748847327,0.015958411412682096
25/11/2021,953098400,0.002940370620351283,0.010021255188864656
26/11/2021,1006637100,-0.009066231,0.015304448001714726
29/11/2021,983072000,0.01366028822457213,0.01623070499178372
30/11/2021,1049366600,-0.014531008,0.021319769486756297
12/01/2021,837551800,0.004966674561017794,0.0110288919262856
12/02/2021,745629400,-0.00474777,0.007955197193077133
12/03/2021,1034480600,-0.031029714,0.033173516614472265
12/06/2021,1013743700,-0.02260973,0.036559657040988174
12/07/2021,691695900,0.013939504373177753,0.017397374841889225
12/08/2021,732009400,0.000640522335633591,0.008534831058525446
12/09/2021,631261500,0.014085480004697533,0.014373492826877688
12/10/2021,780120100,-0.004279406,0.009613676428385926
13/12/2021,815155200,0.0028873067202913123,0.007871508796174065
14/12/2021,914795700,-0.000541704,0.010792536686494806
15/12/2021,861484300,-0.000677277,0.009122331413080336
16/12/2021,889612700,-0.00353612,0.009054523537020534
17/12/2021,1065320100,-0.0013295,0.005365626203718132
20/12/2021,906869900,-0.004393975,0.01013314560727786
21/12/2021,866421100,0.002623960077837449,0.0092375941680078
22/12/2021,1031093800,-0.004869015,0.011775294889928123
23/12/2021,1266412300,-0.015208252,0.023384307050296465
24/12/2021,855008900,0.009520880322602737,0.015219731488189149
27/12/2021,715824500,0.003531854088592926,0.013573961635591726
28/12/2021,933584700,-0.00034116,0.010572875889158756
29/12/2021,793769800,-0.008038134,0.00880995006124574
30/12/2021,724365200,-0.003346837,0.005760546982779041
31/12/2021,846534300,0.005442332082916647,0.0062471634140480415
01/04/2022,839676500,0.01128898611249211,0.012782023885997458
01/05/2022,987023800,-0.004290218,0.008748768472906362
01/06/2022,1087239800,0.005823441160213664,0.011814964313050725
01/07/2022,951525400,-0.003663386,0.00625457971317907
01/10/2022,1315951200,-0.016372961,0.02177281523698054
01/11/2022,1219558100,-0.008458247,0.01584791363724686
01/12/2022,1104610300,0.014371000127593054,0.03046653117159104
13/01/2022,977115800,-0.01113755,0.018361685772534206
14/01/2022,734088500,0.006126799873563228,0.017760457747891027
17/01/2022,926487900,-0.030683933,0.03511742518102474
18/01/2022,691087800,-0.000243175,0.019104340695233996
19/01/2022,557995700,0.0026686125299697125,0.010153937856514021
20/01/2022,762449400,0.018290733714158597,0.024909574831092608
21/01/2022,784569900,0.0006726000407636449,0.009620541927774695
24/01/2022,796675500,-0.017892956,0.024873064714421616
25/01/2022,706092300,0.03357992609202865,0.037321402019492037
26/01/2022,767576600,-0.002121598,0.008126459590437212
27/01/2022,522667600,-0.004325898,0.015182626669205142
28/01/2022,663924300,0.006410169168583416,0.013022664575106825
02/07/2022,551698200,-0.001073856,0.007878957840898437
02/08/2022,697228100,0.0029802275931655473,0.007694921351907711
02/09/2022,754188100,0.003065072828795784,0.008097623191486571
02/10/2022,628938000,-0.002561794,0.011401721540493409
02/11/2022,577407200,-0.001104186,0.006312803404119316
14/02/2022,751563900,-0.009281508,0.016325171879670624
15/02/2022,572156100,0.012775455927051621,0.01708256573438285
16/02/2022,617187300,-0.00462299,0.008591917431807478
17/02/2022,588111300,0.010337942863268522,0.010278582749222475
18/02/2022,672537800,0.00705346985210464,0.009908030089577533
21/02/2022,737693400,0.003907080586859373,0.010365094914087582
22/02/2022,875383700,0.004013462797002919,0.014346811043785485
23/02/2022,660165300,0.0019080176491631763,0.008867288236461074
24/02/2022,1133051100,-0.011237962,0.026417366290932207
25/02/2022,736050400,-0.003642721,0.008779830407835034
28/02/2022,693212400,-0.006122816,0.009925308530128218
03/01/2022,796368600,0.0035957975371799377,0.006838895635116562
03/02/2022,914957200,-0.009237213,0.014042220905810846
03/03/2022,902783400,0.008429262540035598,0.01150166112956807
03/04/2022,873323700,-0.000968947,0.005181588090319036
03/07/2022,941752700,-0.001066205,0.007638170841533002
03/08/2022,982168800,-0.009183996,0.01510473566712582
03/09/2022,888352600,-0.002990204,0.01361162755981377
03/10/2022,629092200,0.0015710067986673098,0.007998215106687892
03/11/2022,855643700,-0.007908106,0.014598988094426238
14/03/2022,815892100,-0.008929061,0.01512186689714772
15/03/2022,641644500,0.005321615169025331,0.010875999834794908
16/03/2022,544662700,-0.000438365,0.006215180939198082
17/03/2022,683175800,-0.00355935,0.0058850096486785484
18/03/2022,745610800,0.0020189067892560117,0.006323599482676444
21/03/2022,727377200,0.01367661617325979,0.013759657513629175
22/03/2022,905037000,0.002466535118127064,0.006137865911237028
23/03/2022,788727300,-0.002271278,0.008140633944380114
24/03/2022,753772900,-0.004015157,0.006814571569687528
25/03/2022,724086800,-0.001113207,0.005832499165832505
28/03/2022,988984900,-0.004871045,0.015500478701169116
29/03/2022,687922600,0.008443193600947982,0.008833190898408302
30/03/2022,880911900,-0.001099085,0.013411516863355502
31/03/2022,633286300,-0.000234506,0.006795563448715008
04/01/2022,881661100,0.018107111925718563,0.021590039830128315
04/04/2022,734587100,-0.003477079,0.005332196497671745
04/05/2022,663110500,-0.000880785,0.005453839726847472
04/06/2022,912695000,0.006430209427889806,0.010591634381771691
04/07/2022,763664700,-0.014283652,0.015023130428994684
04/08/2022,741103600,-0.013059316,0.017361673414305005
04/12/2022,656188800,-0.021917385,0.024277615529977616
13/04/2022,636344500,0.012141310603776706,0.01941510966693749
14/04/2022,498914000,-0.006331421,0.008552291932722821
15/04/2022,639722900,-0.008139922,0.015467310223782324
18/04/2022,790646000,-0.01638894,0.021918190702219804
19/04/2022,666337000,-0.020427921,0.02530484553307968
20/04/2022,652803300,-0.012064525,0.018718585706857756
21/04/2022,741348500,0.0002993137684334077,0.026090891177264798
22/04/2022,799750600,0.0006892648808660399,0.029335208775911222
25/04/2022,696873600,-0.048506623,0.06388643090348763
26/04/2022,673169600,0.043519526995487647,0.05959711929861171
27/04/2022,485406800,0.010223346541598607,0.030367049055600382
28/04/2022,458334600,-0.002009293,0.010340565067098963
29/04/2022,532838100,0.014639071176173671,0.019073748902546046
05/04/2022,498884800,-0.012758855,0.013131358068630094
05/05/2022,510234300,-0.000690354,0.022613693153423275
05/06/2022,510678900,-0.003216977,0.01907076117539075
05/09/2022,627609200,-0.033399569,0.038578472298798086
05/10/2022,600766800,0.04241173958240987,0.04714895327622995
05/11/2022,380880400,0.0047398852855123725,0.020944580608975583
05/12/2022,516642600,-0.039956603,0.043266281359982034
13/05/2022,736096200,-0.042314762,0.04836105075373914
16/05/2022,551353400,-0.029882869,0.0387132556849696
17/05/2022,542868100,0.055010649993129,0.058475866392047944
18/05/2022,514538800,0.0005644888150573726,0.02169637963828609
19/05/2022,459858400,0.025039007355672913,0.02917915015624498
20/05/2022,465793600,-8.06E-06,0.016627576145916537
23/05/2022,488979100,-0.022261263,0.031662030997448264
24/05/2022,479498700,0.011904468893319402,0.024404481992573362
25/05/2022,616951500,0.024149791686852117,0.027009767980889752
26/05/2022,514352700,-0.004105825,0.013054068754581889
27/05/2022,578174500,0.01171924190907954,0.013769497063285266
30/05/2022,499452600,0.002953236545721042,0.011554037343885283
31/05/2022,543596100,0.003142872663215938,0.013305690503450231
06/01/2022,505619500,0.007723564626694405,0.012496921940408773
06/02/2022,527625000,-0.009195897,0.015008303456410849
06/03/2022,430601700,0.0026155594650559134,0.01274088106958189
06/06/2022,541562900,-2.33E-05,0.015651041464794888
06/07/2022,625987600,0.004886893320986385,0.023564486777403366
06/08/2022,543305900,0.007976509756774358,0.017210664342347706
06/09/2022,436340700,-0.001946045,0.008862211347300922
06/10/2022,561068400,-0.011318314,0.01986636346645068
13/06/2022,709415500,-0.019215398,0.028955861259616616
14/06/2022,519177100,0.013902623945147588,0.022945436515999864
15/06/2022,626914600,-0.01405099,0.03325562429464622
16/06/2022,522295400,0.007651315146181757,0.018857701980382113
17/06/2022,684022500,0.005617513424204836,0.023404255319148946
20/06/2022,620002900,-0.031164589,0.03490342256862065
21/06/2022,607711900,-0.00043479,0.023053894769162513
22/06/2022,529135300,-0.009185584,0.019567764502638297
23/06/2022,380442900,0.02307970328554478,0.02255904717044627
24/06/2022,410876800,-0.004484305,0.009591051725883095
27/06/2022,429735700,0.011521124865446757,0.013410152807568783
28/06/2022,534186600,0.013048793672707169,0.018676627534685165
29/06/2022,519299900,0.008169042061876058,0.010015680286349792
30/06/2022,471576000,-0.016926335,0.019129926519706148
07/01/2022,498479000,0.004911821900355501,0.026240720660605583
07/04/2022,403314600,-0.009067776,0.013659213905129882
07/05/2022,559493000,-0.01429382,0.016676683964140935
07/06/2022,511773800,-0.015112444,0.02403423769800183
07/07/2022,362816600,0.015239736459611644,0.02030039091969006
07/08/2022,437189300,-0.002741522,0.011055997131417
07/11/2022,488732000,-0.005175235,0.01822053337257308
07/12/2022,475429100,0.017768190520743986,0.018104901176350406
13/07/2022,522379700,0.0003920031360251192,0.009617350415701208
14/07/2022,490512400,0.009797557017169238,0.010260791595117546
15/07/2022,543854200,-0.003296285,0.009785880856476735
18/07/2022,480514500,-0.006963553,0.008695356526617326
19/07/2022,479006800,0.0018960972706402674,0.009734115230877622
20/07/2022,601098600,0.005066828266505243,0.010727385398697114
21/07/2022,500949000,0.0028785888220379864,0.0058574682720468445
22/07/2022,448428100,-0.003669235,0.006637316281094164
25/07/2022,410066000,-0.00245923,0.011644930584770842
26/07/2022,388328300,-0.003472923,0.00819360881635687
27/07/2022,387799200,0.00864646054046733,0.010461445459430445
28/07/2022,620546700,0.0052838729540593534,0.012705691487600495
29/07/2022,537058300,-0.006579814,0.009541336118640829
08/01/2022,681871300,0.01844423307555515,0.020213586713769337
08/02/2022,734388200,0.00919280506538998,0.014336109276590408
08/03/2022,702358600,0.012902807495299288,0.01423473306874917
08/04/2022,655935800,0.0013253598831129045,0.007973527887413786
08/05/2022,604391400,0.0019916016796640745,0.006944777048709266
08/08/2022,634015600,0.003505381839087882,0.005410781778396622
08/09/2022,655262300,-0.00119807,0.0081820709377608
08/10/2022,584384800,0.0006450636701733273,0.005149224035017747
08/11/2022,765336500,-0.007797703,0.017714664515562282
08/12/2022,508817800,0.009250375771530858,0.01083710281780504
15/08/2022,585580500,0.004445985999873951,0.005572123685449622
16/08/2022,569526100,0.0004002574204586408,0.0037813115345693175
17/08/2022,644581600,-0.001159184,0.00677498274888642
18/08/2022,558424300,0.000164906356747447,0.01139236530942323
19/08/2022,568209800,-0.002248357,0.013039915536015344
22/08/2022,566785900,-0.006377511,0.01169442174496006
23/08/2022,520796300,0.01384977462204308,0.013660578686034814
24/08/2022,519810800,0.0012465015640067934,0.0062873876413291774
25/08/2022,562124700,0.0073703544491774305,0.007549189994413768
26/08/2022,614354500,-0.006752937,0.011749846012303373
29/08/2022,793997300,0.00583332673753187,0.01761882278879436
30/08/2022,473770000,0.006593181800300634,0.01300619826636139
31/08/2022,462420100,0.0030235381662945208,0.008043670100194418
09/05/2022,466166300,-0.002335317,0.008102712647277674
09/06/2022,537987600,-0.001703684,0.007452638171285409
09/07/2022,796593600,-0.02471993,0.025660207373086434
09/08/2022,557779800,-0.013283036,0.013575247043576861
09/09/2022,542039800,0.006058360053494015,0.01620781883117924
09/12/2022,390724400,-0.00441378,0.007066148109025086
13/09/2022,410707400,-0.002158101,0.006792694649150928
14/09/2022,574337900,0.008952966432474622,0.011009292616681644
15/09/2022,385727500,-0.00101049,0.006004848835155675
16/09/2022,594453000,-0.007336202,0.012803578519160946
19/09/2022,641804000,-0.021407696,0.02604050007051434
20/09/2022,412723400,0.00565144214903318,0.015767927608640386
21/09/2022,325527500,-0.002184306,0.01040849200776499
22/09/2022,435982100,0.011963277071496517,0.014867868609533173
23/09/2022,443208000,-0.009491196,0.012582275114686419
26/09/2022,701894100,-0.01016512,0.026525311874654144
27/09/2022,406199700,-0.009442454,0.012267046136437624
28/09/2022,496730000,-0.012929398,0.01732218743988383
29/09/2022,415993300,-0.020621336,0.02967843917340847
30/09/2022,612447000,0.014335504564962236,0.031825529321355676
10/03/2022,501911900,-0.033811785,0.042892382460145186
10/04/2022,513862500,-0.016053225,0.02845641567885438
10/05/2022,396842100,0.011153029082118585,0.016418234835998868
10/06/2022,499954800,-0.027856438,0.032014294754867376
10/07/2022,788668100,-0.023260857,0.0384685928314236
10/10/2022,541876100,0.019819608303496303,0.036528278719975375
10/11/2022,580908400,-0.029214264,0.03760683760683764
10/12/2022,532825500,0.027882074815741835,0.03532049361718583
13/10/2022,402643700,0.01595970922589126,0.02469100562326953
14/10/2022,641479597,0.010333114492050257,0.016132222065263345
17/10/2022,497417202,-0.009671799,0.026873846973126145
18/10/2022,514837794,0.011487475988512671,0.01895342496662475
19/10/2022,400659500,-0.003375139,0.012923674851660783
20/10/2022,398325488,-0.001528201,0.01612735603949165
21/10/2022,742095685,-0.036496764,0.04451765997921188
24/10/2022,654944880,-0.03301563,0.04674745221315218
25/10/2022,751178249,0.011712214166201966,0.049052821489425615
26/10/2022,448275048,-0.004350005,0.019972618184746636
27/10/2022,647723295,0.0348816139164049,0.036507426970554736
28/10/2022,654695656,-0.00063229,0.01755957016041112
31/10/2022,662040843,0.0005645538078182474,0.024631787847539676
11/01/2022,613979713,0.005652080860750574,0.015613059250302175
11/02/2022,578232400,-0.010215236,0.015725329606426988
11/03/2022,442888391,-0.003303394,0.013041645012306282
11/04/2022,753114300,-0.022219825,0.04532918818633098
11/07/2022,646845431,-0.022022765,0.02824065053989475
11/08/2022,660722948,0.006624350126641908,0.02535526918962969
11/09/2022,583059080,0.004013650486425971,0.017106504733205505
11/10/2022,698764030,-0.038910703,0.05258435032304385
11/11/2022,736493658,0.007696043241417132,0.02038699674185205
14/11/2022,666060408,-0.01413261,0.032942276630111365
15/11/2022,692336869,-0.03096574,0.04481851080162299
16/11/2022,1046754131,0.03399495558723544,0.07597836461979
17/11/2022,724460987,0.02795630501643866,0.03093081319769723
18/11/2022,960582090,7.222004415745003e-05,0.033053758781838964
21/11/2022,597720759,-0.008954639,0.017092593556446233
22/11/2022,1050028405,-0.008879405,0.034522959290845694
23/11/2022,542121766,-0.006427761,0.01753699788583513
24/11/2022,543143603,0.0018076109936575437,0.01658735267117581
25/11/2022,622497264,0.025060408774836184,0.024447738455520555
28/11/2022,973787852,0.035235624729788174,0.03456333462597817
29/11/2022,1184149764,0.026320237846652574,0.03255309254379179
30/11/2022,1143350102,0.010622710622710604,0.025638579958413715
12/01/2022,1344535800,-0.020270015,0.02958659821669827
12/02/2022,1092310560,0.04576131687242797,0.04555513374876163
12/05/2022,1257541076,0.008548506086314996,0.015415984712024766
12/06/2022,1481855770,-0.038463654,0.04000228856954872
12/07/2022,920936041,-0.007313887,0.023890030931201987
12/08/2022,916987609,-0.000998497,0.030565524068803272
12/09/2022,788203123,-0.004618195,0.018843707513714395
12/12/2022,909565473,-0.025825208,0.03206177875531713
13/12/2022,798742525,0.011755273935553737,0.020191894601174366
14/12/2022,792044133,0.0021752611744501956,0.014993859657473605
15/12/2022,731119454,0.005871363757672666,0.01283970738733271
16/12/2022,881530875,-0.002691127,0.0167509121313468
19/12/2022,988837463,-0.013049718,0.0261845146379043
20/12/2022,1075424369,-0.012432312,0.028012080576270824
21/12/2022,857326761,-0.013993458,0.027883558417085397
22/12/2022,714220518,0.0026767855041769798,0.016272088088323113
