time,symbol,symbol_price_change,symbol_price_change_ratio
2021-06-11,ACB,0.120000000000001,0.007439553626782456
2021-06-14,ACB,-0.2599999999999998,-0.015999999999999986
2021-06-15,ACB,0.5899999999999981,0.03689806128830507
2021-06-16,ACB,-0.3099999999999987,-0.01869722557297942
2021-06-17,ACB,0.4200000000000017,0.026332288401254025
2021-06-18,ACB,-0.10000000000000142,-0.006056935190793544
2021-06-21,ACB,-0.07000000000000028,-0.004276114844227262
2021-06-22,ACB,0.2099999999999973,0.012719563900666099
2021-06-23,ACB,-0.05000000000000071,-0.0029691211401425602
2021-06-24,ACB,0.10000000000000142,0.005924170616113829
2021-06-25,ACB,0.07000000000000028,0.0041224970553592625
2021-06-28,ACB,0.0,0.0
2021-06-29,ACB,-0.21999999999999886,-0.012709416522241414
2021-06-30,ACB,-0.3100000000000023,-0.018181818181818313
2021-07-01,ACB,0.18999999999999773,0.01139772045590868
2021-07-02,ACB,-0.08999999999999986,-0.00528789659224441
2021-07-05,ACB,0.7800000000000011,0.045828437132785026
2021-07-06,ACB,-0.9400000000000013,-0.052749719416386155
2021-07-07,ACB,0.26000000000000156,0.015402843601895828
2021-07-08,ACB,-0.16000000000000014,-0.009334889148191373
2021-07-09,ACB,-0.36999999999999744,-0.0219194312796207
2021-07-12,ACB,-0.8200000000000003,-0.05067985166872684
2021-07-13,ACB,-0.1899999999999995,-0.012163892445582556
2021-07-14,ACB,-0.5399999999999991,-0.03499675955930001
2021-07-15,ACB,0.629999999999999,0.042769857433808484
2021-07-16,ACB,0.20999999999999908,0.013504823151125342
2021-07-19,ACB,-0.34999999999999964,-0.022683084899546315
2021-07-20,ACB,0.6600000000000001,0.043307086614173235
2021-07-21,ACB,-0.120000000000001,-0.0075140889167189095
2021-07-22,ACB,0.14000000000000057,0.008832807570977954
2021-07-23,ACB,-0.41999999999999993,-0.026415094339622636
2021-07-26,ACB,0.05000000000000071,0.0032701111837802953
2021-07-27,ACB,0.05000000000000071,0.003225806451612949
2021-07-28,ACB,-0.019999999999999574,-0.0012845215157353612
2021-07-29,ACB,0.33000000000000007,0.021032504780114727
2021-07-30,ACB,0.8599999999999994,0.0534493474207582
2021-08-02,ACB,0.020000000000003126,0.0012012012012013891
2021-08-03,ACB,0.16000000000000014,0.00962116656644619
2021-08-04,ACB,-0.23000000000000043,-0.013625592417061638
2021-08-05,ACB,0.3000000000000007,0.01809408926417375
2021-08-06,ACB,-0.259999999999998,-0.015357353809804963
2021-08-09,ACB,0.5199999999999996,0.03132530120481925
2021-08-10,ACB,-0.14000000000000057,-0.008111239860950206
2021-08-11,ACB,-0.240000000000002,-0.014018691588785163
2021-08-12,ACB,-0.23000000000000043,-0.013698630136986327
2021-08-13,ACB,0.06999999999999673,0.0042398546335552225
2021-08-16,ACB,0.16000000000000014,0.009650180940892652
2021-08-17,ACB,-0.17999999999999972,-0.010663507109004723
2021-08-18,ACB,0.0400000000000027,0.0024052916416117077
2021-08-19,ACB,-0.08999999999999986,-0.005405405405405397
2021-08-20,ACB,-0.7999999999999989,-0.04830917874396129
2021-08-23,ACB,-0.7000000000000011,-0.04455760661998733
2021-08-24,ACB,0.14000000000000057,0.009327115256495707
2021-08-25,ACB,0.120000000000001,0.007947019867549735
2021-08-26,ACB,-0.28999999999999915,-0.018991486574983573
2021-08-27,ACB,0.02000000000000135,0.0013449899125757465
2021-08-30,ACB,0.16999999999999993,0.011401743796109988
2021-08-31,ACB,-0.23000000000000043,-0.015091863517060395
2021-09-01,ACB,0.0,0.0
2021-09-06,ACB,-0.07000000000000028,-0.004635761589403992
2021-09-07,ACB,0.040000000000000924,0.002631578947368482
2021-09-08,ACB,-0.16000000000000014,-0.010498687664042003
2021-09-09,ACB,0.21000000000000085,0.01399067288474356
2021-09-10,ACB,-0.08999999999999986,-0.005905511811023612
2021-09-13,ACB,-0.1899999999999995,-0.012541254125412508
2021-09-14,ACB,-0.16999999999999993,-0.011378848728246314
2021-09-15,ACB,-0.1399999999999988,-0.00947867298578191
2021-09-16,ACB,0.019999999999999574,0.001364256480218252
2021-09-17,ACB,0.0,0.0
2021-09-20,ACB,0.040000000000000924,0.0026648900732845386
2021-09-21,ACB,0.0,0.0
2021-09-22,ACB,-0.08999999999999986,-0.006036217303822928
2021-09-23,ACB,-0.049999999999998934,-0.003362474781439068
2021-09-24,ACB,0.09999999999999964,0.006706908115358796
2021-09-27,ACB,-0.33000000000000007,-0.021854304635761594
2021-09-28,ACB,0.05000000000000071,0.003385240352065045
2021-09-29,ACB,-0.120000000000001,-0.008097165991902902
2021-09-30,ACB,0.10000000000000142,0.006802721088435471
2021-10-01,ACB,0.0,0.0
2021-10-04,ACB,-0.14000000000000057,-0.009536784741144453
2021-10-05,ACB,0.23000000000000043,0.015818431911967017
2021-10-06,ACB,-0.10000000000000142,-0.0067567567567568525
2021-10-07,ACB,-0.1399999999999988,-0.00947867298578191
2021-10-08,ACB,0.019999999999999574,0.0013577732518669093
2021-10-11,ACB,0.46999999999999886,0.03171390013495269
2021-10-12,ACB,-0.14000000000000057,-0.009073233959818572
2021-10-13,ACB,0.0,0.0
2021-10-14,ACB,-0.1399999999999988,-0.009156311314584617
2021-10-15,ACB,-0.14000000000000057,-0.009186351706036783
2021-10-18,ACB,-0.16000000000000014,-0.01054713249835202
2021-10-19,ACB,-0.049999999999998934,-0.0032894736842104563
2021-10-20,ACB,0.0,0.0
2021-10-21,ACB,-0.2599999999999998,-0.017161716171617148
2021-10-22,ACB,-0.14000000000000057,-0.009358288770053513
2021-10-25,ACB,-0.20999999999999908,-0.014122394082044323
2021-10-26,ACB,-0.07000000000000028,-0.004774897680764003
2021-10-27,ACB,0.120000000000001,0.008213552361396372
2021-10-28,ACB,0.09999999999999964,0.006738544474393507
2021-10-29,ACB,0.5400000000000009,0.03614457831325307
2021-11-01,ACB,-0.040000000000000924,-0.002600780234070281
2021-11-02,ACB,0.21000000000000085,0.013689700130378152
2021-11-03,ACB,0.26000000000000156,0.016645326504481535
2021-11-04,ACB,-0.2599999999999998,-0.016280525986224155
2021-11-05,ACB,-0.1399999999999988,-0.008832807570977841
2021-11-08,ACB,-0.05000000000000071,-0.003182686187141993
2021-11-09,ACB,0.02999999999999936,0.0019157088122604955
2021-11-10,ACB,-0.05000000000000071,-0.003182686187141993
2021-11-11,ACB,-0.1399999999999988,-0.008962868117797618
2021-11-12,ACB,0.16000000000000014,0.010335917312661508
2021-11-15,ACB,0.0,0.0
2021-11-16,ACB,-0.08999999999999986,-0.005754475703324799
2021-11-17,ACB,0.06999999999999851,0.004501607717041704
2021-11-18,ACB,-0.47000000000000064,-0.029917250159134347
2021-11-19,ACB,0.34999999999999964,0.02281616688396347
2021-11-22,ACB,0.3099999999999987,0.019732654360279996
2021-11-23,ACB,-0.1399999999999988,-0.008717310087173026
2021-11-24,ACB,0.6799999999999979,0.04276729559748415
2021-11-25,ACB,-0.16999999999999815,-0.0102102102102101
2021-11-26,ACB,-0.25,-0.01516990291262136
2021-11-29,ACB,0.16999999999999993,0.010725552050473182
2021-11-30,ACB,-0.5099999999999998,-0.031618102913825157
2021-12-01,ACB,0.19000000000000128,0.012242268041237197
2021-12-02,ACB,-0.1899999999999995,-0.012055837563451745
2021-12-03,ACB,-0.39000000000000057,-0.02490421455938701
2021-12-06,ACB,0.0,0.0
2021-12-07,ACB,0.20999999999999908,0.013779527559055057
2021-12-08,ACB,0.20999999999999908,0.013716525146962708
2021-12-09,ACB,0.1399999999999988,0.009043927648578733
2021-12-10,ACB,0.08999999999999986,0.00578034682080924
2021-12-13,ACB,-0.07000000000000028,-0.004450095359186286
2021-12-14,ACB,0.0,0.0
2021-12-15,ACB,0.14000000000000057,0.009020618556701068
2021-12-16,ACB,-0.23000000000000043,-0.014640356460852986
2021-12-17,ACB,0.019999999999999574,0.001286173633440487
2021-12-20,ACB,-0.05000000000000071,-0.003211303789338517
2021-12-21,ACB,-0.06999999999999851,-0.004530744336569483
2021-12-22,ACB,0.02999999999999936,0.0019595035924232108
2021-12-23,ACB,-0.049999999999998934,-0.003270111183780179
2021-12-24,ACB,0.2400000000000002,0.015748031496063006
2021-12-27,ACB,-0.06999999999999851,-0.0044814340588987525
2021-12-28,ACB,0.22999999999999865,0.01479099678456583
2021-12-29,ACB,-0.030000000000001137,-0.0018891687657431446
2021-12-30,ACB,0.09999999999999964,0.00632911392405061
2021-12-31,ACB,0.23000000000000043,0.014420062695924793
2022-01-04,ACB,-0.19000000000000128,-0.011642156862745176
2022-01-05,ACB,-0.3099999999999987,-0.019242706393544303
2022-01-06,ACB,0.11999999999999922,0.007638446849140624
2022-01-07,ACB,-0.28000000000000114,-0.017610062893081833
2022-01-10,ACB,0.0,0.0
2022-01-11,ACB,-0.120000000000001,-0.007751937984496188
2022-01-12,ACB,0.17999999999999972,0.011734028683181207
2022-01-13,ACB,-0.1399999999999988,-0.00887198986058294
2022-01-14,ACB,-0.14000000000000057,-0.008951406649616404
2022-01-17,ACB,-0.16000000000000014,-0.010309278350515474
2022-01-18,ACB,0.02000000000000135,0.0013020833333334213
2022-01-19,ACB,0.09999999999999964,0.006501950585175529
2022-01-20,ACB,-0.030000000000001137,-0.0019379844961241045
2022-01-21,ACB,0.2400000000000002,0.015533980582524287
2022-01-24,ACB,0.3999999999999986,0.02546148949713549
2022-01-25,ACB,0.23000000000000043,0.014276846679081343
2022-01-26,ACB,0.21999999999999886,0.013406459475929241
2022-01-27,ACB,-0.23000000000000043,-0.013855421686747013
2022-01-28,ACB,-0.1700000000000017,-0.010384850335980555
2022-02-07,ACB,-0.14000000000000057,-0.008531383302864142
2022-02-08,ACB,0.5,0.03073140749846343
2022-02-09,ACB,-0.14000000000000057,-0.008313539192399085
2022-02-10,ACB,-0.029999999999997584,-0.0017964071856285979
2022-02-11,ACB,0.17999999999999972,0.010869565217391288
2022-02-14,ACB,-0.6500000000000021,-0.03915662650602422
2022-02-15,ACB,0.20999999999999908,0.013149655604257925
2022-02-16,ACB,-0.23000000000000043,-0.014136447449293205
2022-02-17,ACB,0.07000000000000028,0.0043695380774032636
2022-02-18,ACB,-0.10999999999999943,-0.006879299562226356
2022-02-21,ACB,0.22999999999999865,0.014465408805031362
2022-02-22,ACB,0.3200000000000003,0.02006269592476491
2022-02-23,ACB,-0.08999999999999986,-0.005514705882352932
2022-02-24,ACB,0.05000000000000071,0.003103662321539461
2022-02-25,ACB,-0.07000000000000028,-0.004326328800988893
2022-02-28,ACB,-0.1899999999999995,-0.011808576755748881
2022-03-01,ACB,-0.06999999999999851,-0.004388714733542226
2022-03-02,ACB,-0.370000000000001,-0.023417721518987404
2022-03-03,ACB,0.20999999999999908,0.013565891472868156
2022-03-04,ACB,0.4299999999999997,0.027458492975734338
2022-03-07,ACB,-0.120000000000001,-0.007638446849140738
2022-03-08,ACB,-0.19000000000000128,-0.012273901808785612
2022-03-09,ACB,-0.019999999999999574,-0.0013020833333333057
2022-03-10,ACB,-0.05000000000000071,-0.003229974160206764
2022-03-11,ACB,-0.040000000000000924,-0.002600780234070281
2022-03-14,ACB,0.09999999999999964,0.006561679790026223
2022-03-15,ACB,0.0,0.0
2022-03-16,ACB,-0.049999999999998934,-0.0032404406999351223
2022-03-17,ACB,-0.16999999999999993,-0.010932475884244367
2022-03-18,ACB,-0.09999999999999964,-0.006459948320413414
2022-03-21,ACB,0.019999999999999574,0.001296176279974049
2022-03-22,ACB,0.1399999999999988,0.009043927648578733
2022-03-23,ACB,0.0,0.0
2022-03-24,ACB,-0.07000000000000028,-0.004516129032258083
2022-03-25,ACB,-0.08999999999999986,-0.005832793259883335
2022-03-28,ACB,-0.16999999999999993,-0.011082138200782264
2022-03-29,ACB,-0.05000000000000071,-0.0032851511169514265
2022-03-30,ACB,0.08999999999999986,0.005921052631578938
2022-03-31,ACB,0.16000000000000014,0.010430247718383322
2022-04-01,ACB,0.16000000000000014,0.010322580645161299
2022-04-04,ACB,-0.049999999999998934,-0.003172588832487242
2022-04-05,ACB,-0.17999999999999972,-0.011494252873563201
2022-04-06,ACB,0.16000000000000014,0.010382868267358868
2022-04-07,ACB,0.09999999999999964,0.006385696040868432
2022-04-08,ACB,0.08000000000000007,0.005063291139240511
2022-04-12,ACB,-0.19000000000000128,-0.011964735516372876
2022-04-13,ACB,0.06999999999999851,0.004455760661998632
2022-04-14,ACB,0.07000000000000028,0.0044359949302915265
2022-04-15,ACB,-0.11999999999999922,-0.007570977917981023
2022-04-18,ACB,-0.33000000000000007,-0.02100572883513686
2022-04-19,ACB,-0.4499999999999993,-0.029431000654022193
2022-04-20,ACB,0.09000000000000163,0.00605245460659056
2022-04-21,ACB,-0.2400000000000002,-0.015989340439706876
2022-04-22,ACB,0.28000000000000114,0.018829858776059256
2022-04-25,ACB,-0.8499999999999996,-0.056105610561056084
2022-04-26,ACB,0.1899999999999995,0.01328671328671325
2022-04-27,ACB,0.08999999999999986,0.00624999999999999
2022-04-28,ACB,0.1899999999999995,0.013240418118466865
2022-04-29,ACB,0.8000000000000007,0.05502063273727653
2022-05-04,ACB,-0.22999999999999865,-0.015211640211640122
2022-05-05,ACB,-0.28000000000000114,-0.018481848184818555
2022-05-06,ACB,-0.09000000000000163,-0.006151742993848368
2022-05-09,ACB,-0.1899999999999995,-0.013067400275103131
2022-05-10,ACB,0.22999999999999865,0.016185784658690968
2022-05-11,ACB,0.3800000000000008,0.026315789473684265
2022-05-12,ACB,-0.5600000000000005,-0.038888888888888924
2022-05-13,ACB,-1.1199999999999992,-0.07988587731811692
2022-05-16,ACB,-0.030000000000001137,-0.0023130300693909897
2022-05-17,ACB,0.7800000000000011,0.06027820710973734
2022-05-18,ACB,-0.34999999999999964,-0.02512562814070349
2022-05-19,ACB,0.08999999999999986,0.006756756756756746
2022-05-20,ACB,0.20999999999999908,0.015659955257270625
2022-05-23,ACB,-0.3100000000000005,-0.022710622710622748
2022-05-24,ACB,0.0,0.0
2022-05-25,ACB,0.5600000000000005,0.041450777202072575
2022-05-26,ACB,-0.02999999999999936,-0.00210378681626924
2022-05-27,ACB,0.47000000000000064,0.03254847645429367
2022-05-30,ACB,-0.02999999999999936,-0.0019986675549633153
2022-05-31,ACB,-0.06999999999999851,-0.004707464694014694
2022-06-01,ACB,-0.3200000000000003,-0.021462105969148243
2022-06-02,ACB,-0.15000000000000036,-0.009993337774816813
2022-06-03,ACB,-0.11999999999999922,-0.008026755852842758
2022-06-06,ACB,0.0,0.0
2022-06-07,ACB,-0.1999999999999993,-0.013486176668914315
2022-06-08,ACB,0.47000000000000064,0.03219178082191785
2022-06-09,ACB,-0.019999999999999574,-0.0013227513227512947
2022-06-10,ACB,0.0,0.0
2022-06-13,ACB,-0.6500000000000004,-0.04433833560709416
2022-06-14,ACB,0.120000000000001,0.008565310492505425
2022-06-15,ACB,-0.4900000000000002,-0.0341939986043266
2022-06-16,ACB,0.2900000000000009,0.020953757225433592
2022-06-17,ACB,-0.2400000000000002,-0.017416545718432527
2022-06-20,ACB,-0.11999999999999922,-0.008862629246676457
2022-06-21,ACB,0.2900000000000009,0.021986353297953065
2022-06-22,ACB,0.3200000000000003,0.023529411764705903
2022-06-23,ACB,0.1999999999999993,0.014577259475218606
2022-06-24,ACB,0.05999999999999872,0.004319654427645696
2022-06-27,ACB,0.08999999999999986,0.006451612903225797
2022-06-28,ACB,0.41000000000000014,0.029390681003584242
2022-06-29,ACB,0.0,0.0
2022-06-30,ACB,-0.28999999999999915,-0.02019498607242334
2022-07-01,ACB,0.11999999999999922,0.008583690987124408
2022-07-04,ACB,-0.08000000000000007,-0.005594405594405599
2022-07-05,ACB,0.0,0.0
2022-07-06,ACB,-0.11000000000000121,-0.007692307692307776
2022-07-07,ACB,-0.08999999999999986,-0.006315789473684201
2022-07-08,ACB,-0.11999999999999922,-0.008456659619450262
2022-07-11,ACB,-0.20000000000000107,-0.014306151645207515
2022-07-12,ACB,0.23000000000000043,0.01661849710982662
2022-07-13,ACB,0.0,0.0
2022-07-14,ACB,0.15000000000000036,0.010752688172043038
2022-07-15,ACB,-0.15000000000000036,-0.010548523206751079
2022-07-18,ACB,-0.120000000000001,-0.008492569002123211
2022-07-19,ACB,0.0,0.0
2022-07-20,ACB,0.11999999999999922,0.008492569002123087
2022-07-21,ACB,0.1999999999999993,0.014035087719298196
2022-07-22,ACB,-0.17999999999999972,-0.012456747404844272
2022-07-25,ACB,-0.08999999999999986,-0.006342494714587728
2022-07-26,ACB,0.02999999999999936,0.0021321961620468627
2022-07-27,ACB,0.11999999999999922,0.008528784648187578
2022-07-28,ACB,-0.15000000000000036,-0.010359116022099471
2022-07-29,ACB,0.02999999999999936,0.002084781097984667
2022-08-01,ACB,0.21000000000000085,0.014532871972318399
2022-08-02,ACB,-0.0600000000000005,-0.004092769440654877
2022-08-03,ACB,-0.02999999999999936,-0.002046384720327378
2022-08-04,ACB,0.0,0.0
2022-08-05,ACB,-0.08999999999999986,-0.006139154160982255
2022-08-08,ACB,-0.02999999999999936,-0.002063273727647824
2022-08-09,ACB,0.030000000000001137,0.002054794520548023
2022-08-10,ACB,-0.0600000000000005,-0.004101161995898872
2022-08-11,ACB,-0.15000000000000036,-0.010231923601637131
2022-08-12,ACB,0.05999999999999872,0.00414364640883969
2022-08-15,ACB,0.030000000000001137,0.002054794520548023
2022-08-16,ACB,-0.02999999999999936,-0.0020547945205479016
2022-08-17,ACB,0.0,0.0
2022-08-18,ACB,0.10999999999999943,0.0075187969924811636
2022-08-19,ACB,-0.16999999999999993,-0.011533242876526453
2022-08-22,ACB,-0.08999999999999986,-0.006189821182943594
2022-08-23,ACB,0.2699999999999996,0.018920812894183573
2022-08-24,ACB,0.08999999999999986,0.006215469613259659
2022-08-25,ACB,0.08999999999999986,0.006177076183939592
2022-08-26,ACB,-0.1700000000000017,-0.01155676410605042
2022-08-29,ACB,0.0600000000000005,0.004187020237264515
2022-08-30,ACB,-0.02999999999999936,-0.0020804438280165993
2022-08-31,ACB,0.05999999999999872,0.004169562195969334
2022-09-05,ACB,-0.030000000000001137,-0.0020847810979847904
2022-09-06,ACB,0.08999999999999986,0.0062674094707520795
2022-09-07,ACB,-0.10999999999999943,-0.007660167130919181
2022-09-08,ACB,-0.23000000000000043,-0.016083916083916114
2022-09-09,ACB,-0.11999999999999922,-0.008456659619450262
2022-09-12,ACB,-0.15000000000000036,-0.010660980810234567
2022-09-13,ACB,-0.0600000000000005,-0.0042826552462527125
2022-09-14,ACB,0.0,0.0
2022-09-15,ACB,-0.02999999999999936,-0.002167630057803422
2022-09-16,ACB,-0.20999999999999908,-0.01523947750362838
2022-09-19,ACB,-0.16999999999999993,-0.012527634487840819
2022-09-20,ACB,0.0,0.0
2022-09-21,ACB,-0.15000000000000036,-0.011194029850746294
2022-09-22,ACB,0.17999999999999972,0.013646702047005285
2022-09-23,ACB,-0.02999999999999936,-0.002259036144578265
2022-09-26,ACB,-0.120000000000001,-0.009139375476009215
2022-09-27,ACB,0.120000000000001,0.009223674096848655
2022-09-28,ACB,-0.02999999999999936,-0.0023201856148491384
2022-09-29,ACB,-0.08000000000000007,-0.006163328197226508
2022-09-30,ACB,0.10999999999999943,0.008527131782945693
2022-10-03,ACB,-0.2699999999999996,-0.02088167053364266
2022-10-04,ACB,-0.41000000000000014,-0.03223270440251573
2022-10-05,ACB,-0.17999999999999972,-0.014551333872271604
2022-10-06,ACB,-0.5,-0.0409165302782324
2022-10-07,ACB,-0.5300000000000011,-0.04624781849912749
2022-10-10,ACB,0.2900000000000009,0.027179006560449945
2022-10-11,ACB,-0.7000000000000011,-0.06386861313868622
2022-10-12,ACB,0.47000000000000064,0.04480457578646336
2022-10-13,ACB,0.7399999999999984,0.06751824817518233
2022-10-14,ACB,0.20000000000000107,0.016638935108153168
2022-10-17,ACB,0.379999999999999,0.03193277310924361
2022-10-18,ACB,0.0600000000000005,0.004803843074459607
2022-10-19,ACB,-0.2900000000000009,-0.022906793048973216
2022-10-20,ACB,0.15000000000000036,0.012126111560226383
2022-10-21,ACB,-0.5599999999999987,-0.04472843450479223
2022-10-24,ACB,-0.5600000000000005,-0.0467055879899917
2022-10-25,ACB,0.41000000000000014,0.03549783549783551
2022-10-26,ACB,0.02999999999999936,0.0024834437086092187
2022-10-27,ACB,0.7999999999999989,0.06595218466611698
2022-10-28,ACB,-0.0600000000000005,-0.004569687738004607
2022-10-31,ACB,0.030000000000001137,0.0022900763358779494
2022-11-01,ACB,-0.02999999999999936,-0.0022744503411675026
2022-11-02,ACB,-0.3500000000000014,-0.026656511805026765
2022-11-03,ACB,-0.08000000000000007,-0.006349206349206355
2022-11-04,ACB,-0.7099999999999991,-0.056709265175718775
2022-11-07,ACB,-0.14000000000000057,-0.011428571428571475
2022-11-08,ACB,0.41000000000000014,0.03394039735099339
2022-11-09,ACB,-0.39000000000000057,-0.031075697211155422
2022-11-10,ACB,-0.3899999999999988,-0.032204789430222855
2022-11-11,ACB,0.05999999999999872,0.004946413849958674
2022-11-14,ACB,-0.11999999999999922,-0.009983361064891783
2022-11-15,ACB,-0.6699999999999999,-0.05644481887110362
2022-11-16,ACB,0.8800000000000008,0.07942238267148022
2022-11-17,ACB,0.15000000000000036,0.012305168170631695
2022-11-18,ACB,0.21000000000000085,0.0172272354388844
2022-11-21,ACB,-0.34999999999999964,-0.028157683024939633
2022-11-22,ACB,-0.030000000000001137,-0.002508361204013473
2022-11-23,ACB,0.14999999999999858,0.01254180602006677
